MR;type;STC_id;STC_n_parameters;number_of_FUTCs;local_distance;source_parameters_list;added_parameters_futc_1;removed_parameters_futc_1;changed_parameters_futc_1;added_parameters_futc_2;removed_parameters_futc_2;changed_parameters_futc_2;added_parameters_futc_3;removed_parameters_futc_3;changed_parameters_futc_3;added_parameters_futc_4;removed_parameters_futc_4;changed_parameters_futc_4;added_parameters_futc_5;removed_parameters_futc_5;changed_parameters_futc_5;added_parameters_futc_6;removed_parameters_futc_6;changed_parameters_futc_6
MR663;CONJUNCTIVE_CONTRACT;Test-13;21;3;15;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[languages];[];[];[US_certificates, countries, filming_locations, number_votes_max, number_votes_min, popularity_min];[];[];[cast_crew, instant_watch_options, plot, release_date_end, sound_mix, title_data, title_groups, title_type];[];[];[];[];[];[];[];[];[];[]
MR91;CONJUNCTIVE_EXTEND;Test-02;21;2;11;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, color_info, companies, genres, instant_watch_options, keyword, plot, popularity_max, sound_mix, user_rating_max];[];[];[release_date_end];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR214;CONJUNCTIVE_EXTEND;Test-04;21;4;11;[title, title_type, release_date_end, user_rating_min, title_groups, title_data, companies, instant_watch_options, US_certificates, color_info, countries, filming_locations, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[genres, keyword, popularity_max, runtime_max, user_rating_max];[];[];[number_votes_min, runtime_min];[];[];[languages, number_votes_max, popularity_min];[];[];[release_date_start];[];[];[];[];[];[];[];[]
MR366;CONJUNCTIVE_EXTEND;Test-07;20;4;12;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[companies, instant_watch_options, popularity_max, title_groups];[];[];[US_certificates, popularity_min, runtime_max];[];[];[plot, title_data, user_rating_max];[];[];[filming_locations, title_type];[];[];[];[];[];[];[];[]
MR535;CONJUNCTIVE_CONTRACT;Test-11;24;5;17;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, countries, genres, languages, popularity_min, runtime_max, runtime_min, sound_mix, title_data, user_rating_max, user_rating_min];[];[];[cast_crew];[];[];[number_votes_min, plot];[];[];[popularity_max];[];[];[US_certificates, filming_locations];[];[];[];[]
MR890;CONJUNCTIVE_EXTEND;Test-17;18;3;13;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[US_certificates, instant_watch_options, keyword, languages, number_votes_max, plot, popularity_max, title_type, user_rating_min];[];[];[companies, popularity_min, user_rating_max];[];[];[title_groups];[];[];[];[];[];[];[];[];[];[];[]
MR963;CONJUNCTIVE_CONTRACT;Test-19;16;4;9;[title, release_date_start, user_rating_max, title_data, companies, US_certificates, languages, filming_locations, popularity_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[title_data];[];[];[user_rating_max];[];[];[companies, popularity_max];[];[];[US_certificates, filming_locations, languages, release_date_start, sound_mix];[];[];[];[];[];[];[]
MR337;CONJUNCTIVE_CONTRACT;Test-07;20;5;13;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[user_rating_min];[];[];[color_info, genres, languages, release_date_end, sound_mix];[];[];[cast_crew, countries, keyword, release_date_start];[];[];[number_votes_max, number_votes_min];[];[];[runtime_min];[];[];[];[]
MR62;CONJUNCTIVE_CONTRACT;Test-02;21;4;14;[title, title_type, release_date_start, user_rating_min, number_votes_min, number_votes_max, title_groups, title_data, countries, languages, filming_locations, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, countries, number_votes_max, popularity_min, release_date_start, runtime_min, title_data, title_type, user_rating_min];[];[];[languages, number_votes_min, runtime_max];[];[];[title_groups];[];[];[filming_locations];[];[];[];[];[];[];[]
MR349;CONJUNCTIVE_EXTEND;Test-07;20;4;12;[title, release_date_start, release_date_end, user_rating_min, number_votes_min, number_votes_max, genres, color_info, countries, keyword, languages, cast_crew, runtime_min, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[runtime_max, title_groups];[];[];[filming_locations, instant_watch_options, title_type];[];[];[popularity_min, title_data];[];[];[US_certificates, companies, plot, popularity_max, user_rating_max];[];[];[];[];[];[];[];[]
MR649;CONJUNCTIVE_CONTRACT;Test-13;21;5;15;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, filming_locations, languages, number_votes_min, release_date_end, sound_mix, title_data];[];[];[instant_watch_options, number_votes_max];[];[];[cast_crew, plot, title_type];[];[];[countries];[];[];[popularity_min, title_groups];[];[];[];[]
MR706;CONJUNCTIVE_CONTRACT;Test-14;23;6;16;[title, title_type, user_rating_min, number_votes_max, genres, title_groups, title_data, companies, US_certificates, color_info, languages, filming_locations, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, color_info, companies, filming_locations, genres, runtime_max, title_type, user_rating_min];[];[];[title_data];[];[];[number_votes_max, plot, sound_mix];[];[];[runtime_min, title_groups];[];[];[languages];[];[];[cast_crew];[]
MR1010;CONJUNCTIVE_CONTRACT;Test-20;22;3;15;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[genres, plot, popularity_max, popularity_min, runtime_max, title_type, user_rating_min];[];[];[cast_crew, countries, title_data, user_rating_max];[];[];[color_info, companies, instant_watch_options, title_groups];[];[];[];[];[];[];[];[];[];[]
MR770;CONJUNCTIVE_CONTRACT;Test-15;18;5;12;[title_type, user_rating_min, genres, title_data, companies, instant_watch_options, US_certificates, color_info, countries, languages, plot, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[color_info, genres, languages, title_data, user_rating_min];[];[];[US_certificates, countries, instant_watch_options, title_type];[];[];[plot];[];[];[companies];[];[];[sound_mix];[];[];[];[]
MR1023;CONJUNCTIVE_CONTRACT;Test-20;22;4;15;[title, title_type, user_rating_min, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, color_info, countries, popularity_min, popularity_max, plot, cast_crew, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, color_info, countries, instant_watch_options, plot, popularity_min, title_data, title_groups, title_type, user_rating_max, user_rating_min];[];[];[companies, runtime_max];[];[];[popularity_max];[];[];[genres];[];[];[];[];[];[];[]
MR655;CONJUNCTIVE_CONTRACT;Test-13;21;3;15;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, filming_locations, instant_watch_options, plot, release_date_end];[];[];[cast_crew, languages, number_votes_max, number_votes_min, popularity_min, sound_mix, title_data, title_groups];[];[];[countries, title_type];[];[];[];[];[];[];[];[];[];[]
MR873;CONJUNCTIVE_CONTRACT;Test-17;18;3;12;[release_date_start, release_date_end, number_votes_min, genres, title_data, color_info, countries, filming_locations, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[release_date_start, runtime_max];[];[];[filming_locations, release_date_end, sound_mix];[];[];[cast_crew, color_info, countries, genres, number_votes_min, runtime_min, title_data];[];[];[];[];[];[];[];[];[];[]
MR228;CONJUNCTIVE_CONTRACT;Test-05;19;1;13;[title_type, release_date_end, user_rating_min, genres, title_groups, companies, US_certificates, countries, keyword, filming_locations, popularity_max, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, companies, countries, filming_locations, genres, keyword, popularity_max, release_date_end, runtime_max, sound_mix, title_groups, title_type, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR551;CONJUNCTIVE_CONTRACT;Test-11;24;4;17;[title, user_rating_min, user_rating_max, number_votes_min, genres, title_data, US_certificates, color_info, countries, languages, filming_locations, popularity_min, popularity_max, plot, cast_crew, runtime_min, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates];[];[];[color_info, filming_locations, genres, languages, number_votes_min, plot, popularity_min, runtime_max, runtime_min, sound_mix, title_data, user_rating_max, user_rating_min];[];[];[cast_crew, popularity_max];[];[];[countries];[];[];[];[];[];[];[]
MR645;CONJUNCTIVE_CONTRACT;Test-13;21;2;15;[title_type, release_date_end, number_votes_min, number_votes_max, title_groups, title_data, instant_watch_options, US_certificates, countries, languages, filming_locations, popularity_min, plot, cast_crew, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[filming_locations];[];[];[US_certificates, cast_crew, countries, instant_watch_options, languages, number_votes_max, number_votes_min, plot, popularity_min, release_date_end, sound_mix, title_data, title_groups, title_type];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR630;CONJUNCTIVE_EXTEND;Test-12;17;2;15;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[color_info, genres, languages, number_votes_min, plot, title_data, title_type];[];[];[US_certificates, countries, filming_locations, number_votes_max, popularity_max, release_date_end, sound_mix, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR812;CONJUNCTIVE_CONTRACT;Test-16;21;2;14;[title, release_date_start, user_rating_min, user_rating_max, genres, title_groups, instant_watch_options, US_certificates, color_info, countries, languages, plot, cast_crew, runtime_max, sound_mix, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[cast_crew, countries, genres, instant_watch_options, plot, sound_mix];[];[];[US_certificates, color_info, languages, release_date_start, runtime_max, title_groups, user_rating_max, user_rating_min];[];[];[];[];[];[];[];[];[];[];[];[];[]
MR588;CONJUNCTIVE_CONTRACT;Test-12;17;3;10;[title, release_date_start, user_rating_max, title_groups, companies, instant_watch_options, keyword, popularity_min, cast_crew, runtime_min, runtime_max, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[companies, instant_watch_options, keyword, popularity_min, release_date_start, runtime_max, title_groups, user_rating_max];[];[];[cast_crew];[];[];[runtime_min];[];[];[];[];[];[];[];[];[];[]
MR447;CONJUNCTIVE_CONTRACT;Test-09;23;2;16;[title, title_type, release_date_end, user_rating_max, genres, title_groups, title_data, companies, instant_watch_options, US_certificates, countries, keyword, languages, filming_locations, plot, cast_crew, runtime_min, your_ratings, in_theaters, adult_titles, display_options_format, display_options_page_size, sorted_by];[];[US_certificates, companies, countries, filming_locations, genres, instant_watch_options, keyword, languages, plot, release_date_end, runtime_min, title_data, title_groups, title_type, user_rating_max];[];[];[cast_crew];[];[];[];[];[];[];[];[];[];[];[];[];[]
